No,MatchID,Date,Patch,EventID,EventName,EventStage,Team1ID,Team2ID,Team1,Team2,Team1_MapScore,Team2_MapScore
4460,12702,2021-02-27 02:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",350,Champions Tour Philippines Stage 1: Challengers 3,Qualifier 1: Round of 16,2746,1924,6045Pirates,NXP.Aether,1,0
4461,12186,2021-02-27 01:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",331,Champions Tour Japan Stage 1: Challengers 2,Main Event: Group A,1732,3275,Novagis Gaming,Hexad,1,1
4462,10665,2021-02-27 00:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",318,Champions Tour Thailand Stage 1: Challengers 2,Main Event: Quarterfinals,1736,2742,ex-FULL SENSE,OhMyGirl,2,0
4463,12185,2021-02-26 23:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",331,Champions Tour Japan Stage 1: Challengers 2,Main Event: Group A,1734,3275,FIRST Gaming,Hexad,2,0
4464,11958,2021-02-26 22:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",297,Oceania Tour: Stage 01,Open Qualifier #2: Semifinals,2286,3279,God Squad(ex-EXO Clan),Straight Outta The Zoo,2,1
4465,11454,2021-02-26 21:55:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",324,Champions Tour North America Stage 1: Challengers 3,Qualifier: Round of 16,1034,2214,NRG Esports,On The Way,2,1
4466,11456,2021-02-26 21:05:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",324,Champions Tour North America Stage 1: Challengers 3,Qualifier: Round of 16,188,2291,Cloud9,Ghost Gaming,2,1
4467,12184,2021-02-26 21:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",331,Champions Tour Japan Stage 1: Challengers 2,Main Event: Group A,279,1732,Absolute JUPITER,Novagis Gaming,2,0
4469,11453,2021-02-26 20:30:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",324,Champions Tour North America Stage 1: Challengers 3,Qualifier: Round of 16,382,1615,Demon Time,Knights,2,1
4471,11455,2021-02-26 20:15:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",324,Champions Tour North America Stage 1: Challengers 3,Qualifier: Round of 16,14,3214,T1,Frick Ya Bag,2,0
4472,11452,2021-02-26 20:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",324,Champions Tour North America Stage 1: Challengers 3,Qualifier: Round of 16,2815,637,Version1,Rise,2,0
4473,11988,2021-02-26 19:20:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",329,Chroma Cup #2,Tournament: Grand Final,1916,448,Ingaming,OSKARAVELHO,2,0
4474,11435,2021-02-26 18:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",324,Champions Tour North America Stage 1: Challengers 3,Qualifier: Round of 32 ,106,1657,TSM,Penguin Sledding,2,0
4475,11436,2021-02-26 18:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",324,Champions Tour North America Stage 1: Challengers 3,Qualifier: Round of 32 ,302,470,Spot Up,Complexity,2,0
4477,11438,2021-02-26 18:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",324,Champions Tour North America Stage 1: Challengers 3,Qualifier: Round of 32 ,637,2136,Rise,seeker,2,0
4478,11439,2021-02-26 18:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",324,Champions Tour North America Stage 1: Challengers 3,Qualifier: Round of 32 ,856,382,Andbox,Demon Time,1,2
4479,11440,2021-02-26 18:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",324,Champions Tour North America Stage 1: Challengers 3,Qualifier: Round of 32 ,1615,3208,Knights,On Top Soon,2,0
4480,11441,2021-02-26 18:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",324,Champions Tour North America Stage 1: Challengers 3,Qualifier: Round of 32 ,1034,1166,NRG Esports,Time In,2,0
4482,11444,2021-02-26 18:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",324,Champions Tour North America Stage 1: Challengers 3,Qualifier: Round of 32 ,3214,1117,Frick Ya Bag,Grapefruit Techniques,2,0
4484,11446,2021-02-26 18:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",324,Champions Tour North America Stage 1: Challengers 3,Qualifier: Round of 32 ,2291,2249,Ghost Gaming,Spotlight,2,1
4485,11447,2021-02-26 18:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",324,Champions Tour North America Stage 1: Challengers 3,Qualifier: Round of 32 ,468,5248,Renegades,Evil Geniuses,2,0
4487,11986,2021-02-26 16:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",329,Chroma Cup #2,Tournament: Semifinals,1916,2437,Ingaming,favela aimers,2,1
4488,11987,2021-02-26 16:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",329,Chroma Cup #2,Tournament: Semifinals,448,889,OSKARAVELHO,DELIRAWOW,2,0
4489,11962,2021-02-26 15:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",323,Champions Tour LATAM Stage 1: Challengers 3,Main Event: LAS: Grand Final (B),2354,367,Movistar Optix,9z Team,1,2
4491,11971,2021-02-26 13:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",323,Champions Tour LATAM Stage 1: Challengers 3,Main Event: LAS: Grand Final (A),2358,676,Stampede Gaming,Meta Gaming ,2,0
4492,13973,2021-02-26 12:00:00,Patch 2.02Running accuracy changes ,378,RawaxVLR Championship,Main Event: Semifinals,1464,1471,YaLLa Esports,Team RA'AD,2,0
4493,13974,2021-02-26 12:00:00,Patch 2.02Running accuracy changes ,378,RawaxVLR Championship,Main Event: Semifinals,1594,1592,Team Majesty,Fox Gaming,2,1
4494,11748,2021-02-26 11:50:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",330,Champions Tour CIS Stage 1: Challengers 2,Qualifier Play-in: Quarterfinals,108,2317,forZe,5up,2,0
4495,11936,2021-02-26 11:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",323,Champions Tour LATAM Stage 1: Challengers 3,Main Event: LAS: Lower Final (B),645,367,Procyon Team,9z Team,1,2
4496,11749,2021-02-26 10:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",330,Champions Tour CIS Stage 1: Challengers 2,Qualifier Play-in: Quarterfinals,2049,2398,Divinity,Project X,2,0
4497,11758,2021-02-26 08:50:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",293,Champions Tour Malaysia & Singapore Stage 1: Challengers 2,Playoffs: Lower Bracket Round 1,2505,2532,Looking For Org,Louvre,1,0
4499,12025,2021-02-26 07:50:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",331,Champions Tour Japan Stage 1: Challengers 2,Qualifier: Group C,513,3275,BlackBird Ignis,Hexad,1,0
4500,11757,2021-02-26 07:15:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",293,Champions Tour Malaysia & Singapore Stage 1: Challengers 2,Playoffs: Lower Bracket Round 1,624,2509,Paper Rex,XIAO,1,0
4501,11898,2021-02-26 07:00:00,Patch 2.02Running accuracy changes ,295,Champions Tour Indonesia Stage 1: Challengers 2,Main Event: Quarterfinals,2030,1700,ex-Reckless Lads,XcN Gaming,1,2
4502,12322,2021-02-26 07:00:00,Patch 2.02Running accuracy changes ,325,Champions Tour Hong Kong & Taiwan Stage 1: Challengers 2,Main Event: Quarterfinals,904,3107,CBT Gaming,Griffin E-Sports,2,0
4503,12060,2021-02-26 06:40:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",331,Champions Tour Japan Stage 1: Challengers 2,Qualifier: Group B,278,2934,DetonatioN Gaming White,FENNEL,1,0
4505,12321,2021-02-26 05:00:00,Patch 2.02Running accuracy changes ,325,Champions Tour Hong Kong & Taiwan Stage 1: Challengers 2,Main Event: Quarterfinals,3106,3184,Looking For Sponsor,All Born to Clutch,2,0
4507,11897,2021-02-26 04:30:00,Patch 2.02Running accuracy changes ,295,Champions Tour Indonesia Stage 1: Challengers 2,Main Event: Quarterfinals,466,3155,BOOM Esports,WOLFPACK,2,0
4508,12037,2021-02-26 04:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",331,Champions Tour Japan Stage 1: Challengers 2,Qualifier: Group D,1735,294,THE SHABLES,Crest Gaming,1,0
4510,11955,2021-02-26 03:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",297,Oceania Tour: Stage 01,Open Qualifier #2: Quarterfinals,3279,2827,Straight Outta The Zoo,AGG,2,1
4512,12013,2021-02-26 03:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",331,Champions Tour Japan Stage 1: Challengers 2,Qualifier: Group C,204,283,CYCLOPS athlete gaming,Sengoku Gaming,1,0
4513,12320,2021-02-26 03:00:00,Patch 2.02Running accuracy changes ,325,Champions Tour Hong Kong & Taiwan Stage 1: Challengers 2,Main Event: Quarterfinals,2044,3182,ex-Five Ace e-Sports,Wolfpack,2,0
4514,11752,2021-02-26 02:25:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",293,Champions Tour Malaysia & Singapore Stage 1: Challengers 2,Playoffs: Upper Quarterfinals,617,2505,Team SMG,Looking For Org,2,0
4515,12319,2021-02-26 01:00:00,Patch 2.02Running accuracy changes ,325,Champions Tour Hong Kong & Taiwan Stage 1: Challengers 2,Main Event: Quarterfinals,3179,3112,Anti Eco Eco Club,TRAITORS,2,0
4517,11403,2021-02-25 20:45:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",324,Champions Tour North America Stage 1: Challengers 3,Qualifier: Round of 64,106,6462,TSM,TradeLikePros,2,0
4520,11411,2021-02-25 20:30:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",324,Champions Tour North America Stage 1: Challengers 3,Qualifier: Round of 64,856,2449,Andbox,Pirate Nation,2,0
4521,11423,2021-02-25 20:30:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",324,Champions Tour North America Stage 1: Challengers 3,Qualifier: Round of 64,188,3186,Cloud9,OW Refugees,2,0
4522,11428,2021-02-25 20:30:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",324,Champions Tour North America Stage 1: Challengers 3,Qualifier: Round of 64,5248,2936,Evil Geniuses,Project,2,1
4524,11406,2021-02-25 20:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",324,Champions Tour North America Stage 1: Challengers 3,Qualifier: Round of 64,470,1269,Complexity,Lycus Empire,2,0
4525,11415,2021-02-25 20:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",324,Champions Tour North America Stage 1: Challengers 3,Qualifier: Round of 64,1034,2759,NRG Esports,VZN,2,0
4526,11335,2021-02-25 18:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",324,Champions Tour North America Stage 1: Challengers 3,Qualifier: Round of 128,106,2776,TSM,LGI,2,0
4527,11343,2021-02-25 18:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",324,Champions Tour North America Stage 1: Challengers 3,Qualifier: Round of 128,2815,2794,Version1,NC State Esports,2,0
4528,11351,2021-02-25 18:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",324,Champions Tour North America Stage 1: Challengers 3,Qualifier: Round of 128,856,2801,Andbox,IQ White,2,0
4529,11359,2021-02-25 18:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",324,Champions Tour North America Stage 1: Challengers 3,Qualifier: Round of 128,1034,2453,NRG Esports,Sac State Hornets,2,0
4530,11361,2021-02-25 18:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",324,Champions Tour North America Stage 1: Challengers 3,Qualifier: Round of 128,1166,3209,Time In,Logan Paulers,2,0
4531,11367,2021-02-25 18:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",324,Champions Tour North America Stage 1: Challengers 3,Qualifier: Round of 128,14,2591,T1,In The Lab,2,0
4532,11375,2021-02-25 18:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",324,Champions Tour North America Stage 1: Challengers 3,Qualifier: Round of 128,188,2784,Cloud9,ThiccWRECK,2,0
4533,11379,2021-02-25 18:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",324,Champions Tour North America Stage 1: Challengers 3,Qualifier: Round of 128,2291,2787,Ghost Gaming,ALL GAS NO BRAKES,2,0
4534,11385,2021-02-25 18:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",324,Champions Tour North America Stage 1: Challengers 3,Qualifier: Round of 128,5248,2477,Evil Geniuses,Aqua,2,0
4535,11769,2021-02-25 15:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",322,VERSUS LEGENDS II,Playoffs: Round of 16,1010,6292,Inside Games,Souldazz,1,2
4536,11934,2021-02-25 15:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",323,Champions Tour LATAM Stage 1: Challengers 3,Main Event: LAS: Upper Final (B),645,2354,Procyon Team,Movistar Optix,1,2
4537,11768,2021-02-25 13:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",322,VERSUS LEGENDS II,Playoffs: Round of 16,685,1791,HSDIRR,FTW Esports,2,0
4538,11746,2021-02-25 12:20:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",330,Champions Tour CIS Stage 1: Challengers 2,Qualifier Play-in: Quarterfinals,488,2891,tyeasy,Trident Clan,2,1
4539,11928,2021-02-25 10:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",327,Champions Tour Turkey Stage 1: Challengers 2,Open Qualifier: Quarterfinals,2909,2908,No Org Found,Thunderbolts Gaming,2,0
4541,11946,2021-02-25 03:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",297,Oceania Tour: Stage 01,Open Qualifier #2: Round of 16,2286,3277,God Squad(ex-EXO Clan),Friendlings,2,0
4542,11948,2021-02-25 03:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",297,Oceania Tour: Stage 01,Open Qualifier #2: Round of 16,1323,3279,Nebula,Straight Outta The Zoo,1,2
4543,11950,2021-02-25 03:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",297,Oceania Tour: Stage 01,Open Qualifier #2: Round of 16,873,27,Tilted,Shidiots,1,2
4544,11952,2021-02-25 03:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",297,Oceania Tour: Stage 01,Open Qualifier #2: Round of 16,2047,1325,AFTERMIND,Genuine Gaming,2,0
4545,11932,2021-02-24 19:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",323,Champions Tour LATAM Stage 1: Challengers 3,Main Event: LAN: Upper Final (A),777,2606,Kaizen Esports,PÊEK Gaming,2,0
4546,11894,2021-02-24 16:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",323,Champions Tour LATAM Stage 1: Challengers 3,Main Event: LAS: Upper Final (A),2358,2359,Stampede Gaming,Leviatán,2,0
4547,11766,2021-02-24 15:30:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",322,VERSUS LEGENDS II,Playoffs: Round of 16,2819,604,Entropiq,Aim.Attack,2,0
4549,10460,2021-02-24 06:00:00,Patch 2.02Running accuracy changes ,312,eFire Master League #1 Asia,Group Stage: Group B,624,1934,Paper Rex,ArkAngel,2,1
4550,11569,2021-02-23 21:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",323,Champions Tour LATAM Stage 1: Challengers 3,Main Event: LAN: Lower Round 1 (A),3129,374,Reven Esports,Arctic Gaming Mexico,2,0
4551,11570,2021-02-23 20:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",323,Champions Tour LATAM Stage 1: Challengers 3,Main Event: LAN: Lower Round 1 (B),2363,2602,Pro Hub Gaming,WALTEM Gaming,2,0
4552,11586,2021-02-23 19:30:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",326,Champions Tour Brazil Stage 1: Challengers 3,Open Qualifier: Quarterfinals,889,3218,DELIRAWOW,Stars Horizon,2,1
4553,11587,2021-02-23 18:30:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",326,Champions Tour Brazil Stage 1: Challengers 3,Open Qualifier: Quarterfinals,3222,2437,FREEAGENTS,favela aimers,2,1
4554,11565,2021-02-23 17:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",323,Champions Tour LATAM Stage 1: Challengers 3,Main Event: LAN: Upper Semifinals (A),777,3129,Kaizen Esports,Reven Esports,1,0
4555,11575,2021-02-23 16:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",323,Champions Tour LATAM Stage 1: Challengers 3,Main Event: LAS: Lower Round 1 (A),2431,676,Typhoon,Meta Gaming ,1,2
4558,11583,2021-02-23 16:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",326,Champions Tour Brazil Stage 1: Challengers 3,Open Qualifier: Round of 16,2440,1916,Squad5,Ingaming,2,0
4560,11571,2021-02-23 14:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",323,Champions Tour LATAM Stage 1: Challengers 3,Main Event: LAS: Upper Semifinals (A),2358,2431,Stampede Gaming,Typhoon,1,0
4561,11764,2021-02-23 13:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",322,VERSUS LEGENDS II,Playoffs: Round of 16,1474,1234,eSuba,Team Sampi,2,0
4562,10459,2021-02-23 09:30:00,Patch 2.02Running accuracy changes ,312,eFire Master League #1 Asia,Group Stage: Group B,1934,388,ArkAngel,DivisionX Gaming,1,2
4564,13037,2021-02-23 05:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",355,LPL Summer Cup Legends 2021,Group Stage: Round 1,4036,2827,Team Bliss,AGG,2,1
4565,13036,2021-02-23 02:30:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",355,LPL Summer Cup Legends 2021,Group Stage: Round 1,865,435,Paradox Esports,OverPalaStrike,1,2
4566,10255,2021-02-22 15:00:00,Patch 2.02Running accuracy changes ,306,Champions Tour North America Stage 1: Challengers 2,Main Event: Upper Final,427,103,Envy,Immortals,2,1
4568,13034,2021-02-22 02:30:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",355,LPL Summer Cup Legends 2021,Group Stage: Round 1,591,2826,Mindfreak,Kanga Esports,2,1
4569,10253,2021-02-21 18:10:00,Patch 2.02Running accuracy changes ,306,Champions Tour North America Stage 1: Challengers 2,Main Event: Lower Round 2,2,120,Sentinels,100 Thieves,2,0
4570,10251,2021-02-21 15:00:00,Patch 2.02Running accuracy changes ,306,Champions Tour North America Stage 1: Challengers 2,Main Event: Upper Bracket Semifinals,2,427,Sentinels,Envy,1,2
4571,10252,2021-02-21 15:00:00,Patch 2.02Running accuracy changes ,306,Champions Tour North America Stage 1: Challengers 2,Main Event: Upper Bracket Semifinals,103,642,Immortals,Luminosity,2,1
4572,11126,2021-02-21 11:00:00,Patch 2.02Running accuracy changes ,320,Champions Tour Europe Stage 1: Challengers 2,Main Event: Quarterfinals,628,2593,FunPlus Phoenix,Fnatic,2,1
4573,11504,2021-02-21 11:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",273,Nicecactus New Year Trophy,Main Event: Semifinal,108,2307,forZe,CISFAITH,2,0
4574,11026,2021-02-21 08:30:00,Patch 2.02Running accuracy changes ,316,Champions Tour Japan Stage 1: Challengers 1,Main Event: Group B,279,278,Absolute JUPITER,DetonatioN Gaming White,2,0
4575,11499,2021-02-21 08:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",273,Nicecactus New Year Trophy,Main Event: Quarterfinal,682,2272,Gambit Esports,Kalash,2,0
4576,11500,2021-02-21 08:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",273,Nicecactus New Year Trophy,Main Event: Quarterfinal,2562,1351,HONK,REPLY TOTEM,2,1
4577,11501,2021-02-21 08:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",273,Nicecactus New Year Trophy,Main Event: Quarterfinal,6267,108,One Breath Gaming,forZe,1,2
4578,11502,2021-02-21 08:00:00,"Patch 2.03Added Marshal, Yoru, Reyna tweaks ",273,Nicecactus New Year Trophy,Main Event: Quarterfinal,2307,576,CISFAITH,iPon Esport,2,0
4579,11004,2021-02-21 07:15:00,Patch 2.02Running accuracy changes ,307,Champions Tour Korea Stage 1: Challengers 2,Main Event: Group B,2806,2933,GoNGo Prince,MUYAHO,1,1
4581,11496,2021-02-21 05:20:00,Patch 2.02Running accuracy changes ,295,Champions Tour Indonesia Stage 1: Challengers 2,Qualifier: Round of 8,2030,2032,ex-Reckless Lads,ONIC G,1,0
4582,11003,2021-02-21 05:00:00,Patch 2.02Running accuracy changes ,307,Champions Tour Korea Stage 1: Challengers 2,Main Event: Group B,2542,1970,DAMWON Gaming,TNL Esports,1,1
4584,11024,2021-02-21 04:00:00,Patch 2.02Running accuracy changes ,316,Champions Tour Japan Stage 1: Challengers 1,Main Event: Group B,279,516,Absolute JUPITER,FAV gaming,1,1
4585,10649,2021-02-21 03:30:00,Patch 2.02Running accuracy changes ,317,Champions Tour Philippines Stage 1: Challengers 2,Main Event: Grand Final,694,1934,Bren Esports,ArkAngel,3,1
4587,11023,2021-02-21 02:15:00,Patch 2.02Running accuracy changes ,316,Champions Tour Japan Stage 1: Challengers 1,Main Event: Group B,516,280,FAV gaming,LAG Gaming,2,0
4588,11481,2021-02-21 02:00:00,Patch 2.02Running accuracy changes ,318,Champions Tour Thailand Stage 1: Challengers 2,Qualifiers: Upper Finals,1485,1106,Aricat Esport,Overtime Esports,1,0
4589,11484,2021-02-21 02:00:00,Patch 2.02Running accuracy changes ,318,Champions Tour Thailand Stage 1: Challengers 2,Qualifiers: Lower Bracket Round 3,1736,623,ex-FULL SENSE,Sharper Esport,1,0
4592,11021,2021-02-20 22:00:00,Patch 2.02Running accuracy changes ,316,Champions Tour Japan Stage 1: Challengers 1,Main Event: Group B,278,516,DetonatioN Gaming White,FAV gaming,1,1
4593,10248,2021-02-20 17:00:00,Patch 2.02Running accuracy changes ,306,Champions Tour North America Stage 1: Challengers 2,Main Event: Upper Bracket Quarterfinals ,642,120,Luminosity,100 Thieves,2,1
4594,10247,2021-02-20 16:45:00,Patch 2.02Running accuracy changes ,306,Champions Tour North America Stage 1: Challengers 2,Main Event: Upper Bracket Quarterfinals ,103,17,Immortals,Gen.G,2,0
4595,10245,2021-02-20 15:00:00,Patch 2.02Running accuracy changes ,306,Champions Tour North America Stage 1: Challengers 2,Main Event: Upper Bracket Quarterfinals ,2,337,Sentinels,FaZe Clan,2,0
4599,11019,2021-02-20 06:35:00,Patch 2.02Running accuracy changes ,316,Champions Tour Japan Stage 1: Challengers 1,Main Event: Group A,104,1734,REJECT,FIRST Gaming,2,0
4601,10647,2021-02-20 04:45:00,Patch 2.02Running accuracy changes ,317,Champions Tour Philippines Stage 1: Challengers 2,Main Event: Semifinals,694,3136,Bren Esports,Oasis Gaming,2,0
4602,11018,2021-02-20 04:20:00,Patch 2.02Running accuracy changes ,316,Champions Tour Japan Stage 1: Challengers 1,Main Event: Group A,513,282,BlackBird Ignis,SCARZ,1,1
4603,11017,2021-02-20 02:00:00,Patch 2.02Running accuracy changes ,316,Champions Tour Japan Stage 1: Challengers 1,Main Event: Group A,282,1734,SCARZ,FIRST Gaming,1,1
4604,11216,2021-02-20 02:00:00,Patch 2.02Running accuracy changes ,293,Champions Tour Malaysia & Singapore Stage 1: Challengers 2,Qualifiers: Quarter Finals,879,2532,Todak,Louvre,1,2
4605,11217,2021-02-20 02:00:00,Patch 2.02Running accuracy changes ,293,Champions Tour Malaysia & Singapore Stage 1: Challengers 2,Qualifiers: Quarter Finals,1942,2505,Team 600,Looking For Org,1,2
4606,10646,2021-02-20 01:00:00,Patch 2.02Running accuracy changes ,317,Champions Tour Philippines Stage 1: Challengers 2,Main Event: Quarterfinals,2747,1932,ex-SV Empire,Hashira,1,2
4608,12617,2021-02-20 01:00:00,Patch 2.02Running accuracy changes ,295,Champions Tour Indonesia Stage 1: Challengers 2,Qualifier: Round of 64,3157,3428,Flat White,Cursed Team,1,0
